user_id,currency,timestamp,delta
9b889da5-cd5e-4fea-9680-e4aef39193ad,EUR,1599654997,-3.1658547649183033
93becbec-6a43-428a-a1ce-6b096c956ca7,BAT,1599658651,-8.208726920256312
a02bd628-3dc5-46ba-98eb-42abbce82ad3,BAT,1599665270,9.9797430547762
f41feb3a-a469-487a-bc9d-59a0dfd89c29,USD,1599667719,-0.3694679363941695
7d6a9d9e-25b5-4ce1-b8bd-087f702725cc,BAT,1599676988,-3.57392424314485
f41feb3a-a469-487a-bc9d-59a0dfd89c29,BTC,1599684455,-1.440223306508825
3063533e-d3d2-46ca-91f5-6168c95c9835,ETH,1599692071,0.882769461634938
4b2f64c2-d6b2-421b-a6af-685573cd7f56,BAT,1599696974,-6.354720958507332
a61e005c-af0a-4820-8cd1-8029218fb066,EUR,1599701947,6.503750241923779
ec22ff9f-6f33-4055-bc53-7ee7d8b51c05,BTC,1599709853,3.6640900621151378
d1bfeb51-cf4e-43b4-af30-434bf70a7e5f,BTC,1599719384,9.785485933908816
79b2b699-e758-48a8-bc3b-379fa77bb478,BTC,1599723398,3.3916416073038924
75845357-d843-4036-841a-d2e6088b72ce,BTC,1599749061,-4.782355097325473
beed12b3-f39a-43dc-bee6-721a89c0a937,XPR,1599756279,-9.860781811264602
fe3b675f-21d2-4b79-b25f-45150d0e837a,ETH,1599758801,-9.895432773872113
fe3b675f-21d2-4b79-b25f-45150d0e837a,EUR,1599760633,-6.092703498950924
27ad712a-9148-4b34-83ec-8bae3ea4cdbf,BTC,1599788587,-0.6511290268119829
e2b54159-2bf7-4b89-850b-9f1c680b6bbe,EUR,1599812809,-4.746075421558162
75845357-d843-4036-841a-d2e6088b72ce,USD,1599815754,6.41530682082934
c98bc1a8-6926-4a59-83c9-09de99a905b4,USD,1599816257,1.6859888667170466
3063533e-d3d2-46ca-91f5-6168c95c9835,ETH,1599840252,1.2173093269632336
3063533e-d3d2-46ca-91f5-6168c95c9835,BAT,1599849329,-1.8562505220585912
75845357-d843-4036-841a-d2e6088b72ce,CAD,1599856755,-5.09867160768901
f41feb3a-a469-487a-bc9d-59a0dfd89c29,USD,1599856842,0.6830989000166738
f41feb3a-a469-487a-bc9d-59a0dfd89c29,ETH,1599865126,-9.222502938635282
75845357-d843-4036-841a-d2e6088b72ce,ETH,1599865387,3.96235235146354
93becbec-6a43-428a-a1ce-6b096c956ca7,EUR,1599889710,1.7127376577558486
75845357-d843-4036-841a-d2e6088b72ce,ETH,1599902338,-9.624055240631561
9287b4ea-2911-45b2-8da7-cc3ca70cb118,ETH,1599910409,9.666286077081065
f41feb3a-a469-487a-bc9d-59a0dfd89c29,USD,1599918784,7.775429411110995
9287b4ea-2911-45b2-8da7-cc3ca70cb118,USD,1599919768,0.4283080539437556
f41feb3a-a469-487a-bc9d-59a0dfd89c29,USD,1599932680,-4.287492287833798
a61e005c-af0a-4820-8cd1-8029218fb066,BTC,1599940412,0.2576546974380083
93becbec-6a43-428a-a1ce-6b096c956ca7,ETH,1599947879,-6.333917868092122
ec22ff9f-6f33-4055-bc53-7ee7d8b51c05,BTC,1599952466,-8.477590969494969
7e26da7f-3fe1-4790-a9bf-147bf2a852ec,ETH,1599955819,7.206419381086448
f30a7fba-468c-4b04-aac4-8cf836652573,BTC,1599992905,-6.05740926574885
3caf1a3a-46cf-4c91-b352-9ea9f0c571ec,BTC,1599994169,0.13246265689708814
9287b4ea-2911-45b2-8da7-cc3ca70cb118,EUR,1599996496,9.607397032646055
e2b54159-2bf7-4b89-850b-9f1c680b6bbe,XPR,1600017032,-6.997409970858202
335809b4-e5f6-4eeb-872d-539052a9546d,EUR,1600030958,5.4528965371541975
