symbol,timestamp,price
ETHUSD,1579096450,3007.8728080862456
BTCUSD,1579107128,49992.07376992469
CADUSD,1579115103,0.8017293080327534
XPRUSD,1579147264,0.29745849887589365
BTCUSD,1579169900,50011.55096733321
BATUSD,1579172234,0.10117240588551588
XPRUSD,1579246263,0.2952727321906675
BTCUSD,1579284892,50032.691519421205
XPRUSD,1579296156,0.29562834327214943
CADUSD,1579308330,0.8010596136962592
BATUSD,1579331270,0.1006594628357792
BATUSD,1579340376,0.10013337293019417
CADUSD,1579434242,0.8006856327877951
XPRUSD,1579444819,0.29590991439470243
CADUSD,1579451359,0.7990966540990594
BTCUSD,1579465180,50054.801034607204
BTCUSD,1579466927,50078.06542528988
XPRUSD,1579482406,0.29785331770875906
ETHUSD,1579493731,3000.995040515762
BATUSD,1579504562,0.1016595171347114
XPRUSD,1579514486,0.2980612561654329
BATUSD,1579569924,0.10068784516411831
XPRUSD,1579570716,0.30042232459697066
BTCUSD,1579573389,50091.82635276064
ETHUSD,1579589775,2996.2904626990526
ETHUSD,1579647534,2997.25807315813
CADUSD,1579671597,0.8001830148712806
CADUSD,1579679481,0.8010484911061273
CADUSD,1579680588,0.8025827179647098
ETHUSD,1579688073,2990.8419418751278
EURUSD,1579692972,1.1010974433799254
CADUSD,1579741221,0.8009999628520612
XPRUSD,1579746138,0.3005685602458138
BATUSD,1579756614,0.10294989212283727
CADUSD,1579758297,0.8002970336004452
EURUSD,1579767997,1.100809237130758
BTCUSD,1579790850,50101.44653631245
XPRUSD,1579808883,0.30188005752957037
ETHUSD,1579819054,2991.022882670024
BTCUSD,1579819201,50120.65166104968
BTCUSD,1579873215,50136.144889344345
BATUSD,1579911203,0.10213863407690496
EURUSD,1579919456,1.1008767814339462
ETHUSD,1579920982,2993.6116380076046
EURUSD,1579927537,1.101726989256683
XPRUSD,1579929489,0.30287495708082574
BTCUSD,1579953442,50157.27946862541
ETHUSD,1579965645,2998.3066562330246
BATUSD,1579968648,0.10203995857247856
EURUSD,1579971541,1.101932075553627
EURUSD,1579971999,1.1015973548190425
XPRUSD,1579990124,0.30073200671131045
BTCUSD,1580005767,50177.21716414793
BATUSD,1580010699,0.10137851214131048
ETHUSD,1580035978,2997.830099166225
EURUSD,1580039995,1.1019146571252694
BATUSD,1580074040,0.10116316571994709
CADUSD,1580075093,0.8008779558379855
BTCUSD,1580081216,50201.532609397196
ETHUSD,1580084047,3000.4578015096267
BATUSD,1580093294,0.1011128359882971
EURUSD,1580143342,1.102337416664051
XPRUSD,1580145123,0.3010368682075379
CADUSD,1580167381,0.8008679979486812
CADUSD,1580196574,0.8005061923164455
BATUSD,1580207288,0.09866647119651055
CADUSD,1580211911,0.8010177527307523
BATUSD,1580255361,0.09865845423477826
ETHUSD,1580273442,3003.1900895265326
ETHUSD,1580304862,3014.36587739975
ETHUSD,1580317859,3013.936310952201
XPRUSD,1580356462,0.3039697985865118
BTCUSD,1580371040,50243.24465103911
CADUSD,1580403699,0.8009560748370131
EURUSD,1580423149,1.102645797595597
CADUSD,1580425884,0.8015731874901365
CADUSD,1580444416,0.8011636640192649
EURUSD,1580459641,1.1023575063070374
XPRUSD,1580468322,0.3035388932125874
ETHUSD,1580486930,3017.985984770762
EURUSD,1580508330,1.1028951608960784
BATUSD,1580590492,0.09810255185038706
